h,oneu,onei,twou,twoi,threeu,threei,trapu,trapil
1,0.999960826394637,1.0156152065507,1.18599392224053,1.2186851398489,2.51359228354016,2.20917466472414,1.38954946196202,1.46198703037669
0.1,0.714530456749056,0.690486481765956,0.0783343971767551,0.0802993012969522,0.0063962019540954,0.00615194787561024,0.0196290759987105,0.0208654973632768
0.01,0.118072884443407,0.111191801283151,0.000793005066120511,0.000836758808263177,6.8129279280793e-05,6.35099910686332e-05,0.000196522065114946,0.000209412677033876






